CROP,YEAR,SEASON,STATE,AREA,PRODUCTION,ANNUAL_RAINFALL,FERTILIZER,PESTICIDE,YIELD,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
Tapioca,2005,Whole Year ,Meghalaya,3989,20841,3374.4,478360.88,837.69,6.392857143,22.8,30.5,172.2,207.5,281.2,373.9,474.5,501.9,174.9,218.6,8.9,1.3,2468.2,53.3,660.9,1525.2,228.8
Tobacco,2005,Whole Year ,Meghalaya,721,475,3374.4,86462.32,151.41,0.562,22.8,30.5,172.2,207.5,281.2,373.9,474.5,501.9,174.9,218.6,8.9,1.3,2468.2,53.3,660.9,1525.2,228.8
Turmeric,2005,Whole Year ,Meghalaya,1817,10508,3374.4,217894.64,381.57,5.621428571,22.8,30.5,172.2,207.5,281.2,373.9,474.5,501.9,174.9,218.6,8.9,1.3,2468.2,53.3,660.9,1525.2,228.8
Wheat,2005,Rabi       ,Meghalaya,670,1198,3374.4,80346.4,140.7,1.306666667,22.8,30.5,172.2,207.5,281.2,373.9,474.5,501.9,174.9,218.6,8.9,1.3,2468.2,53.3,660.9,1525.2,228.8
Arecanut,2005,Whole Year ,West Bengal,9363,29287,1650.1,1122810.96,1966.23,2.821176471,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Arhar/Tur,2005,Rabi       ,West Bengal,1830,1584,1650.1,219453.6,384.3,0.885,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Bajra,2005,Kharif     ,West Bengal,55,19,1650.1,6595.6,11.55,0.5,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Barley,2005,Rabi       ,West Bengal,2403,3000,1650.1,288167.76,504.63,1.121666667,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Cardamom,2005,Whole Year ,West Bengal,2874,704,1650.1,344650.08,603.54,0.24,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Castor seed,2005,Rabi       ,West Bengal,45,37,1650.1,5396.4,9.45,0.82,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Coconut ,2005,Whole Year ,West Bengal,24884,323525800,1650.1,2984089.28,5225.64,11972.035,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Cotton(lint),2005,Kharif     ,West Bengal,1506,3857,1650.1,180599.52,316.26,2.22,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Dry chillies,2005,Whole Year ,West Bengal,51957,60727,1650.1,6230683.44,10910.97,1.055,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Ginger,2005,Kharif     ,West Bengal,7694,13953,1650.1,922664.48,1615.74,1.726111111,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Gram,2005,Rabi       ,West Bengal,40038,36464,1650.1,4801356.96,8407.98,0.8,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Groundnut,2005,Whole Year ,West Bengal,48818,83116,1650.1,5854254.56,10251.78,1.565,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Horse-gram,2005,Rabi       ,West Bengal,2800,1292,1650.1,335776,588,0.475454545,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Jowar,2005,Kharif     ,West Bengal,1439,562,1650.1,172564.88,302.19,0.436666667,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Jute,2005,Kharif     ,West Bengal,558938,7989246,1650.1,67027844.96,117376.98,14.95882353,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Khesari,2005,Rabi       ,West Bengal,33253,30375,1650.1,3987699.76,6983.13,0.780588235,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Linseed,2005,Rabi       ,West Bengal,6667,1926,1650.1,799506.64,1400.07,0.302,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Maize,2005,Kharif     ,West Bengal,71753,207252,1650.1,8604619.76,15068.13,2.601764706,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Masoor,2005,Rabi       ,West Bengal,61493,46964,1650.1,7374240.56,12913.53,0.612777778,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Mesta,2005,Kharif     ,West Bengal,10358,125254,1650.1,1242131.36,2175.18,11.78285714,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Moong(Green Gram),2005,Kharif     ,West Bengal,725,365,1650.1,86942,152.25,0.565,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Moong(Green Gram),2005,Rabi       ,West Bengal,1411,931,1650.1,169207.12,296.31,0.648,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Moong(Green Gram),2005,Summer     ,West Bengal,9364,3258,1650.1,1122930.88,1966.44,0.35125,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Niger seed,2005,Kharif     ,West Bengal,5033,3270,1650.1,603557.36,1056.93,0.45875,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Other Kharif pulses,2005,Kharif     ,West Bengal,854,541,1650.1,102411.68,179.34,0.5375,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Peas & beans (Pulses),2005,Rabi       ,West Bengal,13131,11504,1650.1,1574669.52,2757.51,0.936470588,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Potato,2005,Whole Year ,West Bengal,354455,7462464,1650.1,42506243.6,74435.55,19.345,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Ragi,2005,Kharif     ,West Bengal,12621,15315,1650.1,1513510.32,2650.41,0.868,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Rapeseed &Mustard,2005,Rabi       ,West Bengal,421483,383002,1650.1,50544241.36,88511.43,0.796666667,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Rice,2005,Autumn     ,West Bengal,288129,605612,1650.1,34552429.68,60507.09,2.116111111,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Rice,2005,Summer     ,West Bengal,1381957,4047038,1650.1,165724283.4,290210.97,2.767222222,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Rice,2005,Winter     ,West Bengal,4112863,9858092,1650.1,493214531,863701.23,2.317222222,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Safflower,2005,Rabi       ,West Bengal,321,183,1650.1,38494.32,67.41,0.5525,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Sannhamp,2005,Whole Year ,West Bengal,1257,6725,1650.1,150739.44,263.97,5.41625,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Sesamum,2005,Whole Year ,West Bengal,148628,136072,1650.1,17823469.76,31211.88,0.854705882,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Small millets,2005,Kharif     ,West Bengal,2113,1627,1650.1,253390.96,443.73,0.744285714,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Small millets,2005,Rabi       ,West Bengal,1170,1408,1650.1,140306.4,245.7,1.245,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Soyabean,2005,Kharif     ,West Bengal,573,328,1650.1,68714.16,120.33,0.605,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Sugarcane,2005,Whole Year ,West Bengal,15031,1247713,1650.1,1802517.52,3156.51,80.03066667,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Sunflower,2005,Kharif     ,West Bengal,12473,15689,1650.1,1495762.16,2619.33,1.175,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Tobacco,2005,Whole Year ,West Bengal,13884,19890,1650.1,1664969.28,2915.64,0.791666667,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Turmeric,2005,Whole Year ,West Bengal,11844,25049,1650.1,1420332.48,2487.24,2.017777778,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Urad,2005,Kharif     ,West Bengal,48605,30714,1650.1,5828711.6,10207.05,0.492352941,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Urad,2005,Rabi       ,West Bengal,8514,10212,1650.1,1020998.88,1787.94,0.808181818,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Wheat,2005,Rabi       ,West Bengal,366729,773514,1650.1,43978141.68,77013.09,1.953333333,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.8,38.6,207,1002.6,356.6
Arecanut,2006,Rabi       ,Meghalaya,12081,16561,2454.7,1542864.51,2657.82,1.254285714,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Banana,2006,Kharif     ,Meghalaya,6422,72367,2454.7,820153.62,1412.84,10.31714286,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Castor seed,2006,Rabi       ,Meghalaya,33,21,2454.7,4214.43,7.26,0.693333333,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Cotton(lint),2006,Rabi       ,Meghalaya,7208,7738,2454.7,920533.68,1585.76,1.05,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Dry chillies,2006,Rabi       ,Meghalaya,1870,1375,2454.7,238817.7,411.4,0.958571429,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Ginger,2006,Kharif     ,Meghalaya,9639,57278,2454.7,1230996.69,2120.58,7.088571429,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Gram,2006,Rabi       ,Meghalaya,536,332,2454.7,68452.56,117.92,0.6,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Jute,2006,Rabi       ,Meghalaya,3967,35304,2454.7,506625.57,872.74,7.056666667,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Linseed,2006,Rabi       ,Meghalaya,82,39,2454.7,10472.22,18.04,0.48,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Maize,2006,Kharif     ,Meghalaya,17039,25334,2454.7,2176050.69,3748.58,1.541428571,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Mesta,2006,Kharif     ,Meghalaya,4425,20178,2454.7,565116.75,973.5,4.566666667,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Other  Rabi pulses,2006,Rabi       ,Meghalaya,2167,1706,2454.7,276747.57,476.74,0.76,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Potato,2006,Rabi       ,Meghalaya,18173,188202,2454.7,2320873.83,3998.06,8.212857143,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Rapeseed &Mustard,2006,Rabi       ,Meghalaya,7261,4815,2454.7,927302.31,1597.42,0.657142857,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Rice,2006,Autumn     ,Meghalaya,32679,44736,2454.7,4173435.09,7189.38,1.641428571,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Rice,2006,Rabi       ,Meghalaya,9854,39940,2454.7,1258454.34,2167.88,2.077142857,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Rice,2006,Winter     ,Meghalaya,61752,115533,2454.7,7886347.92,13585.44,1.852857143,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Sesamum,2006,Rabi       ,Meghalaya,1635,876,2454.7,208805.85,359.7,0.58,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Small millets,2006,Rabi       ,Meghalaya,2625,2219,2454.7,335238.75,577.5,0.977142857,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Soyabean,2006,Kharif     ,Meghalaya,1052,1031,2454.7,134350.92,231.44,0.972857143,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Sugarcane,2006,Whole Year ,Meghalaya,87,239,2454.7,11110.77,19.14,2.348,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Sweet potato,2006,Rabi       ,Meghalaya,4947,16406,2454.7,631781.37,1088.34,3.238571429,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Tapioca,2006,Kharif     ,Meghalaya,3993,20870,2454.7,509946.03,878.46,6.318571429,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Tobacco,2006,Rabi       ,Meghalaya,709,468,2454.7,90546.39,155.98,0.58,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Turmeric,2006,Rabi       ,Meghalaya,1912,14449,2454.7,244181.52,420.64,6.125714286,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Wheat,2006,Rabi       ,Meghalaya,656,1183,2454.7,83777.76,144.32,1.32,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Arecanut,2006,Whole Year ,Assam,69104,55044,1774.9,8825271.84,15202.88,0.817037037,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Arhar/Tur,2006,Kharif     ,Assam,6676,4769,1774.9,852591.96,1468.72,0.706666667,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Banana,2006,Whole Year ,Assam,43250,598857,1774.9,5523457.5,9515,13.70814815,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Castor seed,2006,Kharif     ,Assam,1303,552,1774.9,166406.13,286.66,0.4636,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Coconut ,2006,Whole Year ,Assam,18595,135725000,1774.9,2374767.45,4090.9,6233.948519,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Cotton(lint),2006,Kharif     ,Assam,1374,648,1774.9,175473.54,302.28,0.518461538,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Dry chillies,2006,Whole Year ,Assam,15453,9975,1774.9,1973502.63,3399.66,0.633703704,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Gram,2006,Rabi       ,Assam,1895,971,1774.9,242010.45,416.9,0.486666667,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Jute,2006,Kharif     ,Assam,57663,558564,1774.9,7364141.73,12685.86,9.352962963,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Linseed,2006,Rabi       ,Assam,8169,4142,1774.9,1043262.99,1797.18,0.484583333,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Maize,2006,Kharif     ,Assam,18657,13557,1774.9,2382685.47,4104.54,0.6252,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Masoor,2006,Rabi       ,Assam,20137,10602,1774.9,2571696.27,4430.14,0.5184,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Mesta,2006,Kharif     ,Assam,4860,24668,1774.9,620670.6,1069.2,4.6988,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Moong(Green Gram),2006,Rabi       ,Assam,7374,3395,1774.9,941733.54,1622.28,0.444074074,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Niger seed,2006,Kharif     ,Assam,10029,5147,1774.9,1280803.59,2206.38,0.53,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Onion,2006,Whole Year ,Assam,6870,16775,1774.9,877367.7,1511.4,2.384814815,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Other  Rabi pulses,2006,Rabi       ,Assam,14486,7916,1774.9,1850007.06,3186.92,0.508076923,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Peas & beans (Pulses),2006,Rabi       ,Assam,19143,11716,1774.9,2444752.53,4211.46,0.616666667,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Potato,2006,Whole Year ,Assam,77712,504557,1774.9,9924599.52,17096.64,6.657407407,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Rapeseed &Mustard,2006,Rabi       ,Assam,238426,115874,1774.9,30449384.46,52453.72,0.495185185,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Rice,2006,Autumn     ,Assam,379441,335708,1774.9,48458410.11,83477.02,1.028148148,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Rice,2006,Summer     ,Assam,312471,630162,1774.9,39905671.41,68743.62,1.837037037,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Rice,2006,Winter     ,Assam,1504647,1950144,1774.9,192158468.4,331022.34,1.269259259,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Sesamum,2006,Kharif     ,Assam,13378,7586,1774.9,1708504.38,2943.16,0.496666667,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Small millets,2006,Kharif     ,Assam,7473,3843,1774.9,954376.83,1644.06,0.500384615,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Sugarcane,2006,Whole Year ,Assam,26627,1055337,1774.9,3400534.17,5857.94,39.10666667,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Sweet potato,2006,Whole Year ,Assam,8112,28443,1774.9,1035983.52,1784.64,3.406666667,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Tapioca,2006,Whole Year ,Assam,2671,12602,1774.9,341113.41,587.62,4.426923077,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Tobacco,2006,Whole Year ,Assam,563,301,1774.9,71900.73,123.86,0.5928,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Turmeric,2006,Whole Year ,Assam,11741,8538,1774.9,1499443.11,2583.02,0.723703704,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Urad,2006,Rabi       ,Assam,37079,19056,1774.9,4735359.09,8157.38,0.507777778,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Wheat,2006,Rabi       ,Assam,59573,67413,1774.9,7608067.83,13106.06,1.134444444,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.7,41.6,515.5,1208.2,133.4
Arecanut,2006,Whole Year ,West Bengal,24382,106052,1631.4,3113825.22,5364.04,1.957647059,0.8,3,10.6,60.5,120.8,221,486.6,320.3,380.9,49.7,5.9,0.3,1660.4,3.8,191.9,1408.8,55.9
Arhar/Tur,2006,Rabi       ,West Bengal,2044,1412,1631.4,261039.24,449.68,0.445454545,0.8,3,10.6,60.5,120.8,221,486.6,320.3,380.9,49.7,5.9,0.3,1660.4,3.8,191.9,1408.8,55.9
Bajra,2006,Kharif     ,West Bengal,79,31,1631.4,10089.09,17.38,0.39,0.8,3,10.6,60.5,120.8,221,486.6,320.3,380.9,49.7,5.9,0.3,1660.4,3.8,191.9,1408.8,55.9
Barley,2006,Rabi       ,West Bengal,2848,2610,1631.4,363718.08,626.56,0.993333333,0.8,3,10.6,60.5,120.8,221,486.6,320.3,380.9,49.7,5.9,0.3,1660.4,3.8,191.9,1408.8,55.9
Cardamom,2006,Whole Year ,West Bengal,2874,704,1631.4,367038.54,632.28,0.24,0.8,3,10.6,60.5,120.8,221,486.6,320.3,380.9,49.7,5.9,0.3,1660.4,3.8,191.9,1408.8,55.9
Castor seed,2006,Rabi       ,West Bengal,58,49,1631.4,7407.18,12.76,0.84,0.8,3,10.6,60.5,120.8,221,486.6,320.3,380.9,49.7,5.9,0.3,1660.4,3.8,191.9,1408.8,55.9
Coconut ,2006,Whole Year ,West Bengal,25068,359065200,1631.4,3201434.28,5514.96,13259.37833,0.8,3,10.6,60.5,120.8,221,486.6,320.3,380.9,49.7,5.9,0.3,1660.4,3.8,191.9,1408.8,55.9
Cotton(lint),2006,Kharif     ,West Bengal,5650,14678,1631.4,721561.5,1243,3.898571429,0.8,3,10.6,60.5,120.8,221,486.6,320.3,380.9,49.7,5.9,0.3,1660.4,3.8,191.9,1408.8,55.9
Dry chillies,2006,Whole Year ,West Bengal,52246,63596,1631.4,6672336.66,11494.12,1.115,0.8,3,10.6,60.5,120.8,221,486.6,320.3,380.9,49.7,5.9,0.3,1660.4,3.8,191.9,1408.8,55.9
Ginger,2006,Kharif     ,West Bengal,9816,20061,1631.4,1253601.36,2159.52,1.741666667,0.8,3,10.6,60.5,120.8,221,486.6,320.3,380.9,49.7,5.9,0.3,1660.4,3.8,191.9,1408.8,55.9
Gram,2006,Rabi       ,West Bengal,31212,23978,1631.4,3986084.52,6866.64,0.699333333,0.8,3,10.6,60.5,120.8,221,486.6,320.3,380.9,49.7,5.9,0.3,1660.4,3.8,191.9,1408.8,55.9
Groundnut,2006,Whole Year ,West Bengal,57395,98246,1631.4,7329915.45,12626.9,1.445,0.8,3,10.6,60.5,120.8,221,486.6,320.3,380.9,49.7,5.9,0.3,1660.4,3.8,191.9,1408.8,55.9
Horse-gram,2006,Rabi       ,West Bengal,2414,1139,1631.4,308291.94,531.08,0.531818182,0.8,3,10.6,60.5,120.8,221,486.6,320.3,380.9,49.7,5.9,0.3,1660.4,3.8,191.9,1408.8,55.9
